Pincode,Enrolment_Count,Update_Count,Lag_Ratio,ULI,Risk_Category,Latitude,Longitude,District
332404,242,5790,-22.925619834710744,0.0,SAFE,27.6093,75.31559,Sikar
332405,128,1692,-12.21875,0.0,SAFE,27.636599999999998,75.2875,Sikar
332406,110,2768,-24.163636363636364,0.0,SAFE,27.54478888888889,75.32067777777779,Sikar
332411,91,1682,-17.483516483516482,0.0,SAFE,27.636599999999998,75.2875,Sikar
332601,136,3613,-25.566176470588236,0.0,SAFE,27.6366,75.2875,Sikar
332602,327,4034,-11.336391437308869,0.0,SAFE,27.609114285714288,75.66738571428571,Sikar
332603,91,1957,-20.505494505494507,0.0,SAFE,27.6366,75.2875,Sikar
332701,332,6497,-18.569277108433734,0.0,SAFE,27.60099166666667,75.36711666666666,Sikar
332702,154,2689,-16.461038961038962,0.0,SAFE,27.2964,75.1867,Sikar
332703,86,1661,-18.313953488372093,0.0,SAFE,27.6366,75.2875,Sikar
332705,290,6827,-22.541379310344826,0.0,SAFE,27.6366,75.2875,Sikar
332706,140,3157,-21.55,0.0,SAFE,27.690800000000003,75.6361,Sikar
332707,203,2762,-12.605911330049262,0.0,SAFE,27.636600000000005,75.2875,Sikar
332708,315,6108,-18.39047619047619,0.0,SAFE,27.6366,75.2875,Sikar
332709,661,10031,-14.175491679273827,0.0,SAFE,27.629089473684214,75.32370526315789,Sikar
332710,194,3560,-17.350515463917525,0.0,SAFE,27.636600000000005,75.2875,Sikar
332711,199,3579,-16.984924623115578,0.0,SAFE,27.636600000000005,75.2875,Sikar
332712,132,3086,-22.37878787878788,0.0,SAFE,27.597483333333333,75.35428333333333,Sikar
332713,336,9358,-26.851190476190474,0.0,SAFE,27.6366,75.2875,Sikar
332714,101,2613,-24.871287128712872,0.0,SAFE,27.636599999999998,75.2875,Sikar
332715,391,9060,-22.171355498721226,0.0,SAFE,27.626628571428576,75.30439523809524,Sikar
332716,85,1112,-12.08235294117647,0.0,SAFE,28.0919,75.5524,Jhujhunu
332718,390,8602,-21.056410256410256,0.0,SAFE,27.59113125,75.696325,Sikar
332719,178,3371,-17.93820224719101,0.0,SAFE,27.6618375,75.34639999999999,Sikar
332721,100,1788,-16.88,0.0,SAFE,27.636599999999998,75.2875,Sikar
332722,107,1842,-16.214953271028037,0.0,SAFE,27.619757142857143,75.3220857142857,Sikar
332742,135,2456,-17.192592592592593,0.0,SAFE,27.6366,75.2875,Sikar
332746,39,540,-12.846153846153847,0.0,SAFE,28.0759375,75.69525,Jhujhunu
333001,549,16180,-28.471766848816028,0.0,SAFE,28.03200769230769,75.31696923076923,Jhujhunu
333011,79,1456,-17.430379746835442,0.0,SAFE,28.206316666666666,75.3345,Jhujhunu
333012,114,2199,-18.289473684210527,0.0,SAFE,28.0919,75.5524,Jhujhunu
333021,178,3029,-16.01685393258427,0.0,SAFE,28.14718888888889,75.55758888888889,Jhujhunu
333022,199,3467,-16.42211055276382,0.0,SAFE,28.085862499999998,75.5645125,Jhujhunu
333023,189,5366,-27.391534391534393,0.0,SAFE,28.204492307692306,75.47637692307693,Jhujhunu
333024,115,3205,-26.869565217391305,0.0,SAFE,28.12708333333333,75.52380000000001,Jhujhunu
333025,188,3383,-16.99468085106383,0.0,SAFE,28.29942857142857,75.4519,Jhujhunu
333026,558,10298,-17.455197132616487,0.0,SAFE,28.017630434782607,75.7137347826087,Jhujhunu
333027,89,1675,-17.820224719101123,0.0,SAFE,28.167716666666667,75.6308,Jhujhunu
333028,183,3499,-18.120218579234972,0.0,SAFE,28.101819999999996,75.59601,Jhujhunu
333029,206,4219,-19.480582524271846,0.0,SAFE,28.139666666666667,75.41663333333332,Jhujhunu
333030,46,1422,-29.91304347826087,0.0,SAFE,28.350299999999997,75.71549999999999,Jhujhunu
333031,260,8411,-31.35,0.0,SAFE,28.406104999999997,75.62751499999999,Jhujhunu
333032,110,1467,-12.336363636363636,0.0,SAFE,28.3044,75.7587,Jhujhunu
333033,162,3863,-22.84567901234568,0.0,SAFE,28.308508333333332,75.86039166666667,Jhujhunu
333034,98,1929,-18.683673469387756,0.0,SAFE,28.125872727272725,75.62190909090909,Jhujhunu
333035,89,1660,-17.651685393258425,0.0,SAFE,28.2905,75.5797,Jhujhunu
333036,226,3452,-14.274336283185841,0.0,SAFE,28.137,75.64861666666667,Jhujhunu
333041,125,2708,-20.664,0.0,SAFE,28.050844444444447,75.2952,Jhujhunu
333042,344,9984,-28.023255813953487,0.0,SAFE,28.070054545454546,75.52707272727274,Jhujhunu
333053,244,4583,-17.7827868852459,0.0,SAFE,28.06773636363636,75.5594,Jhujhunu
333302,137,1988,-13.510948905109489,0.0,SAFE,28.0919,75.5524,Jhujhunu
333303,110,2136,-18.418181818181818,0.0,SAFE,28.0919,75.5524,Jhujhunu
333304,104,2490,-22.942307692307693,0.0,SAFE,28.197480000000002,75.5453,Jhujhunu
333305,120,2082,-16.35,0.0,SAFE,28.066285714285716,75.53681428571429,Jhujhunu
333307,248,4276,-16.241935483870968,0.0,SAFE,28.040214285714285,75.54085714285715,Jhujhunu
333308,112,1534,-12.696428571428571,0.0,SAFE,28.0919,75.5524,Jhujhunu
333501,191,2633,-12.785340314136125,0.0,SAFE,28.06188333333333,75.5844,Jhujhunu
333502,153,3495,-21.84313725490196,0.0,SAFE,28.180330769230768,75.8187,Jhujhunu
333503,320,6188,-18.3375,0.0,SAFE,28.01700769230769,75.86093076923076,Jhujhunu
333504,139,2605,-17.741007194244606,0.0,SAFE,28.136366666666664,75.83200000000001,Jhujhunu
333514,128,2960,-22.125,0.0,SAFE,28.03887142857143,75.70718571428571,Jhujhunu
333515,164,3595,-20.920731707317074,0.0,SAFE,28.098433333333332,75.58307500000001,Jhujhunu
333516,239,6575,-26.510460251046027,0.0,SAFE,28.09174,75.80485333333333,Jhujhunu
333701,84,839,-8.988095238095237,0.0,SAFE,28.0919,75.5524,Jhujhunu
333702,30,844,-27.133333333333333,0.0,SAFE,27.9022,75.2256,Jhujhunu
333704,162,4674,-27.85185185185185,0.0,SAFE,28.07987857142857,75.36392142857143,Jhujhunu
333705,144,3482,-23.180555555555557,0.0,SAFE,27.9521,75.2243,Jhujhunu
333707,119,2539,-20.33613445378151,0.0,SAFE,27.911209090909093,75.52935454545455,Jhujhunu
333801,149,3281,-21.02013422818792,0.0,SAFE,28.0919,75.5524,Jhujhunu
334001,5137,56544,-10.007202647459607,0.0,SAFE,28.145995,73.20329000000001,Bikaner
334003,63,2350,-36.301587301587304,0.0,SAFE,28.146,73.2033,Bikaner
334004,282,9973,-34.36524822695036,0.0,SAFE,28.146,73.2033,Bikaner
334006,6,132,-21.0,0.0,SAFE,28.146,73.2033,Bikaner
334021,302,5751,-18.043046357615893,0.0,SAFE,28.62502,73.50788,Bikaner
334022,247,4479,-17.133603238866396,0.0,SAFE,28.09968333333333,73.41898333333333,Bikaner
334023,388,9130,-22.530927835051546,0.0,SAFE,28.7063,72.5924,Bikaner
334201,167,3837,-21.976047904191617,0.0,SAFE,27.9169,73.5689,Bikaner
334202,171,3416,-18.976608187134502,0.0,SAFE,27.9169,73.5689,Bikaner
334302,392,6872,-16.53061224489796,0.0,SAFE,27.913625,72.60957499999999,Bikaner
334303,259,3541,-12.671814671814673,0.0,SAFE,27.6444,72.4485,Bikaner
334305,285,5759,-19.20701754385965,0.0,SAFE,27.927316666666666,72.44553333333333,Bikaner
334401,153,4403,-27.77777777777778,0.0,SAFE,27.8622,73.3056,Bikaner
334402,206,3474,-15.864077669902912,0.0,SAFE,27.86221666666667,73.3056,Bikaner
334403,57,1210,-20.228070175438596,0.0,SAFE,27.8622,73.3056,Bikaner
334601,157,3098,-18.73248407643312,0.0,SAFE,28.224657142857144,73.58868571428572,Bikaner
334602,120,2396,-18.966666666666665,0.0,SAFE,28.372033333333334,73.8224,Bikaner
334603,511,8479,-15.592954990215263,0.0,SAFE,28.26664285714286,73.33175714285714,Bikaner
334604,211,3671,-16.398104265402843,0.0,SAFE,28.745987500000002,73.7785375,Bikaner
334801,283,5356,-17.925795053003533,0.0,SAFE,27.587475,73.3607375,Bikaner
334802,588,10652,-17.1156462585034,0.0,SAFE,28.14684210526316,73.25737368421053,Bikaner
334803,925,23693,-24.614054054054055,0.0,SAFE,27.68990476190476,73.51715238095238,Bikaner
334804,269,5306,-18.724907063197026,0.0,SAFE,28.1984,73.67659,Bikaner
334808,127,1907,-14.015748031496063,0.0,SAFE,27.6826,73.7978,Bikaner
335001,863,32942,-37.171494785631516,0.0,SAFE,29.444884,73.585208,Ganganagar
335002,111,3234,-28.135135135135137,0.0,SAFE,29.395500000000002,73.5632,Ganganagar
335021,79,2133,-26.0,0.0,SAFE,29.3955,73.5632,Ganganagar
335022,102,3518,-33.490196078431374,0.0,SAFE,29.810106666666666,73.728,Ganganagar
335023,23,872,-36.91304347826087,0.0,SAFE,29.3955,73.5632,Ganganagar
335024,103,3113,-29.223300970873787,0.0,SAFE,29.715173333333333,73.87565333333333,Ganganagar
335025,89,2922,-31.831460674157302,0.0,SAFE,29.71418,73.88322000000001,Ganganagar
335027,123,4147,-32.71544715447155,0.0,SAFE,29.395500000000002,73.5632,Ganganagar
335037,137,2976,-20.722627737226276,0.0,SAFE,29.7819,74.0035,Ganganagar
335038,85,3335,-38.23529411764706,0.0,SAFE,30.0237,73.7378,Ganganagar
335039,105,1971,-17.771428571428572,0.0,SAFE,29.4667,73.6309,Ganganagar
335040,37,1303,-34.21621621621622,0.0,SAFE,29.3955,73.5632,Ganganagar
335041,286,7509,-25.255244755244757,0.0,SAFE,29.678605263157895,73.7069,Ganganagar
335051,424,11029,-25.01179245283019,0.0,SAFE,29.3403,73.5226625,Ganganagar
335061,93,1958,-20.053763440860216,0.0,SAFE,29.4224875,73.58666249999999,Ganganagar
335062,232,6312,-26.20689655172414,0.0,SAFE,29.429713333333332,73.60403333333333,Ganganagar
335063,331,13604,-40.09969788519638,0.0,SAFE,29.442485185185184,74.52685185185184,Hanumangarh
335064,52,2086,-39.11538461538461,0.0,SAFE,29.7517,74.273,Hanumangarh
335065,52,1794,-33.5,0.0,SAFE,29.33345,74.0561,Ganganagar
335073,179,6583,-35.77653631284916,0.0,SAFE,29.395499999999995,73.5632,Ganganagar
335501,302,10022,-32.18543046357616,0.0,SAFE,29.058116666666667,75.21669166666668,Hanumangarh
335502,112,5192,-45.357142857142854,0.0,SAFE,28.994880000000002,75.01492,Hanumangarh
335503,81,4475,-54.24691358024691,0.0,SAFE,29.078711111111108,75.34966666666668,Hanumangarh
335504,176,7138,-39.55681818181818,0.0,SAFE,29.15192,74.99292666666666,Hanumangarh
335511,113,4755,-41.07964601769911,0.0,SAFE,29.21861,75.09272000000001,Hanumangarh
335512,372,20585,-54.336021505376344,0.0,SAFE,29.271399999999996,74.549,Hanumangarh
335513,220,7971,-35.231818181818184,0.0,SAFE,29.2714,74.549,Hanumangarh
335523,1557,25860,-15.608863198458574,0.0,SAFE,29.054642105263156,74.72998684210526,Hanumangarh
335524,655,29695,-44.33587786259542,0.0,SAFE,29.029629032258065,74.28874838709677,Hanumangarh
335525,36,1156,-31.11111111111111,0.0,SAFE,29.0409,74.5576,Hanumangarh
335526,233,12167,-51.21888412017167,0.0,SAFE,29.590428571428568,74.24507142857144,Hanumangarh
335701,285,8870,-30.12280701754386,0.0,SAFE,29.3955,73.5632,Ganganagar
335702,191,4075,-20.335078534031414,0.0,SAFE,29.1784875,73.785725,Ganganagar
335703,244,6599,-26.045081967213115,0.0,SAFE,29.3955,73.5632,Ganganagar
335704,383,10970,-27.642297650130548,0.0,SAFE,29.154506666666666,73.59561333333335,Ganganagar
335705,60,1450,-23.166666666666668,0.0,SAFE,29.3754,73.7447,Ganganagar
335707,404,13762,-33.06435643564357,0.0,SAFE,29.346936842105258,73.50237368421051,Ganganagar
335801,132,4260,-31.272727272727273,0.0,SAFE,29.51,74.2438,Hanumangarh
335802,173,5510,-30.84971098265896,0.0,SAFE,29.6297,74.0534,Hanumangarh
335803,399,18993,-46.6015037593985,0.0,SAFE,29.267864705882353,74.53298823529413,Hanumangarh
335804,650,23315,-34.86923076923077,0.0,SAFE,29.342468181818184,73.65361363636363,Ganganagar
335901,36,1679,-45.638888888888886,0.0,SAFE,30.12197142857143,73.93391428571428,Ganganagar
341001,4886,35767,-6.320302906262792,0.0,SAFE,27.117388372093025,73.7966534883721,Nagaur
341021,189,5528,-28.24867724867725,0.0,SAFE,27.1723,73.6452,Nagaur
341022,292,5379,-17.421232876712327,0.0,SAFE,27.33455,74.1774,Nagaur
341023,359,8288,-22.08635097493036,0.0,SAFE,27.180323076923077,74.19651538461538,Nagaur
341024,321,4807,-13.975077881619939,0.0,SAFE,27.038330769230768,74.28678461538462,Nagaur
341025,655,13936,-20.276335877862596,0.0,SAFE,27.026026666666667,73.65995333333333,Nagaur
341026,152,4696,-29.894736842105264,0.0,SAFE,27.088733333333334,74.04350000000001,Nagaur
341027,114,2297,-19.149122807017545,0.0,SAFE,27.165,73.9281,Nagaur
341028,218,6341,-28.087155963302752,0.0,SAFE,26.83959230769231,74.21143076923076,Nagaur
341029,77,2009,-25.09090909090909,0.0,SAFE,27.421525000000003,73.80007499999999,Nagaur
341030,143,3274,-21.895104895104897,0.0,SAFE,27.11688571428571,74.1299,Nagaur
341031,278,5772,-19.762589928057555,0.0,SAFE,27.016789999999997,74.2046,Nagaur
341301,166,3741,-21.53614457831325,0.0,SAFE,27.3845,74.8454,Nagaur
341302,423,4295,-9.153664302600474,0.0,SAFE,27.0685,74.228,Nagaur
341303,853,23129,-26.11488862837046,0.0,SAFE,27.299061764705883,74.91911470588236,Nagaur
341304,186,3573,-18.20967741935484,0.0,SAFE,27.2097375,74.2618125,Nagaur
341305,184,3487,-17.95108695652174,0.0,SAFE,27.0933125,74.2136375,Nagaur
341306,419,8817,-20.042959427207638,0.0,SAFE,27.064,74.1879,Nagaur
341316,257,5105,-18.863813229571985,0.0,SAFE,27.30249,74.60918999999998,Nagaur
341317,109,3285,-29.137614678899084,0.0,SAFE,27.392800000000005,74.378,Nagaur
341318,100,2603,-25.03,0.0,SAFE,27.383500000000005,74.4565,Nagaur
341319,198,2496,-11.606060606060606,0.0,SAFE,27.064,74.1879,Nagaur
341501,131,1968,-14.022900763358779,0.0,SAFE,26.9144125,74.2273125,Nagaur
341502,306,5313,-16.362745098039216,0.0,SAFE,27.0521,74.6231090909091,Nagaur
341503,715,15843,-21.15804195804196,0.0,SAFE,27.04370857142857,74.2047742857143,Nagaur
341504,184,5691,-29.929347826086957,0.0,SAFE,26.85415625,74.4427375,Nagaur
341505,555,15521,-26.965765765765767,0.0,SAFE,27.066876923076922,74.26976153846154,Nagaur
341506,262,4141,-14.805343511450381,0.0,SAFE,27.10673,74.30208999999999,Nagaur
341507,171,3142,-17.374269005847953,0.0,SAFE,27.064,74.1879,Nagaur
341508,626,14097,-21.51916932907348,0.0,SAFE,27.063245454545452,74.28767272727272,Nagaur
341509,479,12517,-25.13152400835073,0.0,SAFE,27.064,74.1879,Nagaur
341510,504,14910,-28.583333333333332,0.0,SAFE,26.96058125,74.141821875,Nagaur
341511,247,6180,-24.020242914979757,0.0,SAFE,26.627410000000005,74.24233999999998,Nagaur
341512,482,11280,-22.402489626556015,0.0,SAFE,26.959404761904764,74.32158571428572,Nagaur
341513,267,6880,-24.767790262172284,0.0,SAFE,26.99834444444444,74.63201111111111,Nagaur
341514,246,6428,-25.130081300813007,0.0,SAFE,26.851092307692305,74.03089230769231,Nagaur
341515,90,1511,-15.78888888888889,0.0,SAFE,26.953466666666667,74.28359999999999,Nagaur
341516,105,2446,-22.295238095238094,0.0,SAFE,27.11724,74.31327999999999,Nagaur
341517,144,1637,-10.368055555555555,0.0,SAFE,26.637400000000003,74.5327,Nagaur
341518,129,2358,-17.27906976744186,0.0,SAFE,26.4627,74.05640000000001,Nagaur
341519,198,3189,-15.106060606060606,0.0,SAFE,27.115750000000002,74.31356,Nagaur
341520,128,1854,-13.484375,0.0,SAFE,26.709500000000002,74.441475,Nagaur
341533,117,2223,-18.0,0.0,SAFE,27.06,74.9172,Nagaur
341542,54,997,-17.462962962962962,0.0,SAFE,26.9693,74.698,Nagaur
341551,240,2903,-11.095833333333333,0.0,SAFE,27.064000000000004,74.1879,Nagaur
342001,6516,52542,-7.06353591160221,0.0,SAFE,26.703450000000004,72.79124999999999,Jodhpur
342003,187,4191,-21.41176470588235,0.0,SAFE,26.7508,72.788,Jodhpur
342005,340,8928,-25.258823529411764,0.0,SAFE,26.7508,72.788,Jodhpur
342006,265,8242,-30.10188679245283,0.0,SAFE,26.3065,73.0423,Jodhpur
342007,111,3141,-27.2972972972973,0.0,SAFE,26.7508,72.788,Jodhpur
342008,508,15950,-30.39763779527559,0.0,SAFE,26.7508,72.788,Jodhpur
342011,73,1910,-25.164383561643834,0.0,SAFE,26.281,73.0293,Jodhpur
342012,493,1051,-1.13184584178499,0.0,SAFE,26.1717,72.924,Jodhpur
342013,140,3102,-21.15714285714286,0.0,SAFE,26.173225000000002,73.025,Jodhpur
342014,2,28,-13.0,0.0,SAFE,26.26878125,72.82021875,Jodhpur
342015,16,659,-40.1875,0.0,SAFE,26.331280000000003,73.05392,Jodhpur
342022,517,8513,-15.466150870406189,0.0,SAFE,26.448358333333335,72.79158333333332,Jodhpur
342023,362,8543,-22.599447513812155,0.0,SAFE,26.44549230769231,72.5456,Jodhpur
342024,407,8312,-19.422604422604422,0.0,SAFE,26.25453333333333,73.01582222222223,Jodhpur
342025,799,14689,-17.384230287859825,0.0,SAFE,26.7508,72.788,Jodhpur
342026,30,1010,-32.666666666666664,0.0,SAFE,26.2896,73.0486,Jodhpur
342027,646,17335,-25.8343653250774,0.0,SAFE,26.24062,73.25298000000001,Jodhpur
342028,161,3169,-18.683229813664596,0.0,SAFE,26.383699999999997,72.3389,Jodhpur
342037,478,11026,-22.06694560669456,0.0,SAFE,26.660608333333332,73.20425833333333,Jodhpur
342301,2025,18503,-8.137283950617284,0.0,SAFE,27.216549999999998,72.27787083333334,Jodhpur
342302,570,8487,-13.889473684210527,0.0,SAFE,26.882442857142856,72.62915714285714,Jodhpur
342303,667,11689,-16.524737631184408,0.0,SAFE,26.88906923076923,72.3906076923077,Jodhpur
342304,233,5252,-21.540772532188843,0.0,SAFE,26.7101,73.478,Jodhpur
342305,184,4735,-24.733695652173914,0.0,SAFE,26.4865,72.9938,Jodhpur
342306,1028,15392,-13.972762645914397,0.0,SAFE,26.484685000000002,73.0261,Jodhpur
342307,249,7900,-30.72690763052209,0.0,SAFE,27.412110000000002,72.2333,Jodhpur
342308,387,9390,-23.26356589147287,0.0,SAFE,26.922166666666666,72.42292222222221,Jodhpur
342309,356,6126,-16.207865168539325,0.0,SAFE,26.8068,72.518,Jodhpur
342310,43,680,-14.813953488372093,0.0,SAFE,27.563100000000002,72.2502,Jaisalmer
342311,808,12477,-14.441831683168317,0.0,SAFE,26.98207857142857,73.05907142857143,Jodhpur
342312,495,10698,-20.612121212121213,0.0,SAFE,27.131787499999998,73.0584875,Jodhpur
342314,237,4387,-17.51054852320675,0.0,SAFE,26.819909090909093,72.34060909090908,Jodhpur
342601,557,16633,-28.861759425493716,0.0,SAFE,26.664125000000002,73.001995,Jodhpur
342602,300,6808,-21.69333333333333,0.0,SAFE,26.577828571428572,73.05737142857143,Jodhpur
342603,388,7989,-19.59020618556701,0.0,SAFE,26.650088888888888,73.4206111111111,Jodhpur
342604,47,1748,-36.191489361702125,0.0,SAFE,26.471099999999996,73.8019,Jodhpur
342605,268,7224,-25.955223880597014,0.0,SAFE,26.21448666666667,73.49986666666668,Jodhpur
342606,386,10656,-26.60621761658031,0.0,SAFE,26.73239,73.153295,Jodhpur
342801,185,3882,-19.983783783783785,0.0,SAFE,26.642625000000002,72.78945,Jodhpur
342802,265,6360,-23.0,0.0,SAFE,25.98621,72.9843,Jodhpur
342901,313,5649,-17.047923322683705,0.0,SAFE,26.81209,73.51951,Jodhpur
342902,268,6555,-23.458955223880597,0.0,SAFE,26.6863,73.72299000000001,Nagaur
343001,1335,10362,-6.761797752808989,0.0,SAFE,25.2918,72.8598,Jalor
343021,219,2650,-11.100456621004566,0.0,SAFE,25.1667,72.26078,Jalor
343022,502,6536,-12.0199203187251,0.0,SAFE,25.387059999999998,72.0697,Jalor
343023,122,2402,-18.688524590163933,0.0,SAFE,25.1992,72.2728,Jalor
343024,167,1919,-10.491017964071856,0.0,SAFE,25.0978,72.2119,Jalor
343025,447,7015,-14.693512304250559,0.0,SAFE,25.216540000000002,72.46374666666667,Jalor
343027,479,5977,-11.478079331941546,0.0,SAFE,24.8385375,71.6306375,Jalor
343028,85,921,-9.83529411764706,0.0,SAFE,25.184299999999997,72.4304,Jalor
343029,1524,18731,-11.290682414698162,0.0,SAFE,25.087882142857143,72.29099285714285,Jalor
343030,857,7231,-7.43757292882147,0.0,SAFE,25.10989230769231,72.55107692307692,Jalor
343032,1250,9877,-6.9016,0.0,SAFE,25.079691666666665,72.309375,Jalor
343039,146,1243,-7.513698630136986,0.0,SAFE,24.7787,72.2868,Jalor
343040,1634,18629,-10.400856793145655,0.0,SAFE,25.000545833333334,72.218425,Jalor
343041,3074,34128,-10.102147039687702,0.0,SAFE,25.06941714285714,72.18760857142857,Jalor
343042,407,7128,-16.513513513513512,0.0,SAFE,25.23972,72.3023,Jalor
343048,116,1817,-14.663793103448276,0.0,SAFE,25.0978,72.2119,Jalor
343049,396,3847,-8.714646464646465,0.0,SAFE,25.07766,72.53147,Jalor
344001,1193,34394,-27.82984073763621,0.0,SAFE,25.908402564102563,72.64944615384616,Hanumangarh
344011,403,8862,-20.990074441687344,0.0,SAFE,25.772715789473683,71.36474736842105,Barmer
344012,260,4410,-15.961538461538462,0.0,SAFE,25.7356,71.4733,Barmer
344021,382,5777,-14.12303664921466,0.0,SAFE,25.755925,71.7644,Barmer
344022,607,17690,-28.14332784184514,0.0,SAFE,25.735266666666668,72.13674444444445,Barmer
344024,70,1100,-14.714285714285714,0.0,SAFE,25.8167,72.2167,Barmer
344025,32,446,-12.9375,0.0,SAFE,25.8005,72.7208,Barmer
344026,497,10773,-20.676056338028168,0.0,SAFE,25.803531250000002,71.6872125,Barmer
344027,211,3011,-13.270142180094787,0.0,SAFE,25.757957142857144,71.60858571428571,Barmer
344031,616,11205,-17.189935064935064,0.0,SAFE,25.66761176470588,71.50078823529411,Barmer
344032,895,20773,-22.210055865921788,0.0,SAFE,25.969952,72.399012,Barmer
344033,1007,27018,-25.830188679245282,0.0,SAFE,25.856231034482757,71.91750344827587,Barmer
344034,547,10826,-18.79159049360146,0.0,SAFE,25.76049047619048,71.50576666666666,Barmer
344035,438,10322,-22.5662100456621,0.0,SAFE,26.126094117647057,71.30304117647059,Barmer
344037,386,7801,-19.20984455958549,0.0,SAFE,26.076307692307694,71.84788461538461,Barmer
344043,321,7292,-21.71651090342679,0.0,SAFE,25.718745454545456,71.66915454545455,Barmer
344044,501,8432,-15.830339321357286,0.0,SAFE,25.727061538461538,72.10581538461538,Barmer
344501,306,5582,-17.241830065359476,0.0,SAFE,25.808413333333338,70.50356666666667,Barmer
344502,516,8373,-15.226744186046512,0.0,SAFE,25.900836842105264,71.55875789473684,Barmer
344701,616,12144,-18.714285714285715,0.0,SAFE,26.141079166666668,71.69908333333333,Barmer
344702,2294,26214,-10.42720139494333,0.0,SAFE,25.21411136363636,71.23132954545454,Barmer
344703,301,6668,-21.15282392026578,0.0,SAFE,25.692700000000002,71.61704545454546,Barmer
344704,1516,25670,-15.932717678100264,0.0,SAFE,25.71245641025641,71.4702641025641,Barmer
344705,197,2524,-11.812182741116752,0.0,SAFE,26.2356,71.2142,Barmer
344706,1052,20421,-18.411596958174904,0.0,SAFE,25.023281481481483,71.10060740740741,Barmer
344708,349,5780,-15.56160458452722,0.0,SAFE,25.5606,71.6244,Barmer
344801,339,5487,-15.185840707964601,0.0,SAFE,25.6488,71.7170111111111,Barmer
345001,962,27320,-27.3991683991684,0.0,SAFE,26.96246511627907,71.02152093023255,Jodhpur
345021,456,11656,-24.56140350877193,0.0,SAFE,27.00675,71.19330555555557,Jaisalmer
345022,76,2033,-25.75,0.0,SAFE,27.584474999999998,70.4259,Jaisalmer
345023,103,3357,-31.59223300970874,0.0,SAFE,27.0212,71.27698571428571,Jaisalmer
345024,83,2027,-23.42168674698795,0.0,SAFE,26.6603,71.8893,Jaisalmer
345025,387,8030,-19.74935400516796,0.0,SAFE,26.942577777777778,71.12595555555555,Jaisalmer
345026,183,2921,-14.96174863387978,0.0,SAFE,27.039133333333336,70.9790111111111,Jaisalmer
345027,285,5109,-16.926315789473684,0.0,SAFE,26.551844444444445,71.18091111111112,Jaisalmer
345028,280,3000,-9.714285714285714,0.0,SAFE,27.417741666666668,71.600525,Jaisalmer
345031,116,2633,-21.698275862068964,0.0,SAFE,27.03526666666667,71.53548888888889,Jaisalmer
345033,89,2222,-23.96629213483146,0.0,SAFE,27.011233333333333,71.70133333333332,Jodhpur
345034,7,246,-34.142857142857146,0.0,SAFE,26.944380000000002,71.18594,Jaisalmer
360001,1271,17947,-13.120377655389458,0.0,SAFE,22.02,70.7455,Rajkot
360002,1997,34670,-16.361041562343516,0.0,SAFE,22.02,70.7455,Rajkot
360003,1876,37936,-19.221748400852878,0.0,SAFE,22.430000000000003,70.81961538461539,Rajkot
360004,1784,33800,-17.946188340807176,0.0,SAFE,22.17975,70.75683333333335,Rajkot
360005,1074,20356,-17.953445065176908,0.0,SAFE,22.02,70.7455,Rajkot
360006,303,6082,-19.072607260726073,0.0,SAFE,22.02,70.7455,Rajkot
360007,623,14959,-23.01123595505618,0.0,SAFE,22.02,70.7455,Rajkot
360020,50,1558,-30.16,0.0,SAFE,22.05506,70.77304000000001,Rajkot
360021,63,1378,-20.873015873015873,0.0,SAFE,21.910299999999996,71.0896,Rajkot
360022,377,5716,-14.161803713527851,0.0,SAFE,22.2344,70.819,Rajkot
360023,71,1425,-19.070422535211268,0.0,SAFE,21.9103,71.0896,Rajkot
360024,109,4481,-40.11009174311926,0.0,SAFE,22.02,70.7455,Rajkot
360025,159,4534,-27.51572327044025,0.0,SAFE,22.092464285714282,71.06394285714285,Rajkot
360030,53,2239,-41.24528301886792,0.0,SAFE,22.066916666666668,70.88691666666666,Rajkot
360035,21,667,-30.761904761904763,0.0,SAFE,22.13972,70.6106,Rajkot
360040,55,1687,-29.672727272727272,0.0,SAFE,21.984285714285715,71.10318571428571,Rajkot
360050,795,8429,-9.60251572327044,0.0,SAFE,21.952346153846154,70.95879230769232,Rajkot
360055,412,8062,-18.567961165048544,0.0,SAFE,22.073714285714285,70.8059642857143,Surendra Nagar
360060,86,1749,-19.337209302325583,0.0,SAFE,22.0493,71.0642,Rajkot
360070,11,732,-65.54545454545455,0.0,SAFE,22.0873,70.6799,Rajkot
360110,299,6479,-20.668896321070235,0.0,SAFE,22.43091851851852,70.52792962962964,Rajkot
360311,1110,18146,-15.347747747747748,0.0,SAFE,22.016894999999998,70.74456,Rajkot
360320,12,344,-27.666666666666668,0.0,SAFE,21.94525,70.7373,Rajkot
360330,64,1950,-29.46875,0.0,SAFE,21.9157,70.8459,Rajkot
360360,39,2130,-53.61538461538461,0.0,SAFE,22.02,70.7455,Rajkot
360370,850,13021,-14.318823529411764,0.0,SAFE,21.991942857142856,70.73695238095239,Rajkot
360375,10,320,-31.0,0.0,SAFE,22.02,70.7455,Rajkot
360380,36,797,-21.13888888888889,0.0,SAFE,21.847,70.6974,Rajkot
360405,75,1945,-24.933333333333334,0.0,SAFE,22.002499999999998,70.68584444444446,Rajkot
360410,265,8880,-32.509433962264154,0.0,SAFE,21.977994117647057,70.7013,Rajkot
360421,8,526,-64.75,0.0,SAFE,22.1238,70.9469,Rajkot
