Pincode,Enrolment_Count,Update_Count
391130,33,1411
391135,373,8990
391140,170,3761
391145,150,4018
391150,660,9769
391152,223,4960
391155,65,3205
391156,48,886
391160,938,18855
391165,1339,19816
391168,318,9211
391170,309,9920
391175,51,1582
391210,79,1722
391220,65,1699
391240,353,6437
391243,36,674
391244,108,1342
391250,61,1748
391310,68,2770
391320,6,86
391330,333,4745
391340,62,1190
391345,3,88
391346,10,74
391350,38,1834
391410,265,5652
391421,43,1183
391430,91,2465
391440,890,10300
391445,126,2386
391450,78,1181
391510,118,3521
391520,84,1547
391530,113,2858
391740,126,5035
391745,48,1156
391760,218,4125
391761,91,2272
391770,544,4870
391774,108,2565
391775,162,1625
391780,86,2511
391810,71,2467
392001,797,26061
392011,151,3573
392012,86,3027
392015,112,3359
392020,82,2395
392025,48,1319
392030,21,1039
392035,27,935
392040,47,1072
392110,140,3629
392130,48,1997
392140,81,3607
392150,191,5772
392155,48,1622
392160,29,858
392165,24,898
392170,60,2491
392180,11,846
392210,95,3297
392215,17,364
392220,99,2683
392230,32,646
392240,47,1132
392310,27,820
393001,895,17204
393002,93,2331
393010,152,3813
393017,5,109
393020,53,1453
393025,89,4248
393030,87,2407
393040,308,10618
393041,129,4426
393050,202,7729
393105,42,1150
393110,161,5689
393115,62,2867
393120,65,2146
393125,37,1047
393130,210,7516
393135,137,4515
393140,47,2780
393145,167,11580
393150,12,675
393151,116,5572
393155,40,1462
394101,433,17222
394105,102,5034
394107,891,23950
394110,248,6720
394111,3,100
394115,60,1182
394116,7,55
394120,159,3919
394125,14,745
394130,191,7066
394140,18,1199
394150,159,4274
394155,13,594
394160,99,5069
394163,50,2483
394170,33,1555
394180,381,7654
394185,138,4317
394190,134,3378
394210,4306,78925
394220,16,991
394221,375,15714
394230,428,9540
394235,30,1479
394240,33,1040
394245,29,517
394246,16,497
394248,66,1974
394250,53,1227
394270,12,414
394305,202,5822
394310,140,4044
394315,69,1922
394317,22,650
394320,25,1009
394325,54,1900
394326,81,3155
394327,197,4663
394330,12,1023
394335,61,1898
394340,72,2575
394345,21,147
394350,48,1460
394352,5,261
394355,68,2010
394360,37,1171
394365,136,4126
394370,296,6037
394375,233,4930
394380,283,5113
394405,66,1692
394410,23,525
394421,55,831
394430,52,2406
394440,140,5007
394445,114,5566
394510,133,5584
394515,6,59
394517,6,464
394518,5,50
394520,198,3955
394530,21,756
394540,144,5508
394550,20,1446
394601,281,6852
394620,44,810
394630,77,2329
394633,30,1234
394635,113,3666
394640,90,1606
394641,18,307
394650,213,6892
394651,89,2324
394655,110,2432
394660,12,75
394670,258,4898
394680,93,1393
394690,49,1539
394710,1073,15866
394715,70,3663
394716,973,8332
394720,18,784
394730,117,7170
394810,32,854
395001,284,7407
395002,320,12417
395003,1082,16436
395004,2546,59895
395005,564,20315
395006,3327,66962
395007,1072,27857
395008,257,9934
395009,860,31147
395010,3847,84122
395013,7,246
395017,205,11822
395023,210,6650
395620,12,1082
396001,559,13590
396002,31,815
396007,89,2326
396020,87,2052
396030,34,995
396035,3,410
396040,122,2599
396045,49,1423
396050,480,13438
396051,402,6901
396055,63,1730
396060,83,2496
396065,3112,19643
396105,118,4777
396110,16,529
396115,12,59
396120,88,2266
396125,184,5525
396126,106,3342
396130,45,997
396135,22,640
396140,16,861
396145,75,2010
396150,78,2414
396155,111,2917
396165,40,1515
396170,160,2717
396171,18,393
396180,14,222
396185,93,2615
396191,876,21640
396193,121,5412
396195,121,4768
396210,95,7499
396215,15,476
396220,22,1244
396230,1484,30910
396235,100,4059
396240,151,4483
396310,91,2638
396321,153,5936
396325,35,1588
396350,16,986
396360,59,1743
396370,3,126
396375,62,1829
396380,40,917
396385,35,1126
396403,4,156
396406,5,562
396409,27,975
396412,16,301
396415,17,889
396418,9,282
396421,23,1153
396424,36,1187
396427,12,901
396430,37,1384
396433,14,711
396436,92,3339
396439,10,98
396440,8,68
396445,910,14324
396450,109,3789
396460,32,757
396463,7,732
396466,21,648
396469,6,426
396472,26,438
396475,26,1073
396510,32,984
396521,133,4181
396530,6,489
396540,74,1783
396560,90,2664
396570,12,876
396580,290,8212
396590,67,2328
400001,64,1976
400002,123,4724
400003,189,5130
400004,213,5987
400005,182,7108
400006,87,2228
400007,78,2230
400008,517,16821
400009,158,5861
400010,242,7689
400011,249,9341
400012,282,10271
400013,272,6228
400014,112,3223
400015,165,6890
400016,176,8186
400017,658,25086
400018,260,9072
400019,106,5346
400020,12,252
400021,18,298
400022,528,12087
400024,119,5128
400025,121,4307
400026,102,1774
400027,48,1575
400028,123,5269
400029,85,3488
400030,124,3946
400031,125,4234
400032,3,37
400033,160,5456
400034,91,3434
400036,6,129
400037,1279,34883
400042,195,7303
400043,3837,64422
400049,100,3006
400050,483,12069
400051,828,21182
400052,135,5688
400053,492,9085
400054,194,6650
400055,478,18828
400056,178,4412
400057,140,3938
400058,598,13095
400059,533,12329
400060,417,16143
400061,195,5994
400062,4,95
400063,305,8344
400064,472,13649
400065,405,11291
400066,403,17301
400067,1054,38527
400068,658,30318
400069,194,7060
400070,1991,36396
400071,856,16959
400072,2472,34789
400074,679,16132
400075,254,9045
400076,261,4587
400077,195,6469
400078,1246,31982
400079,183,8613
400080,665,15241
400081,145,6429
400082,80,3058
400083,377,14393
400084,266,9128
400085,1,5
400086,579,21531
400087,61,2361
400088,733,16373
400089,226,9419
400090,4,61
400091,152,4452
400092,325,13523
400093,384,13511
400094,30,1967
400095,969,26076
400097,1106,38445
400098,71,2419
400099,192,6985
400101,946,32903
400102,482,14081
400103,168,5627
400104,600,30399
400601,626,18261
400602,117,5910
400603,94,4563
400604,882,24770
400605,550,21508
400606,392,17184
400607,595,14177
400608,94,2903
400610,149,6548
400612,5446,78678
400614,132,4117
400615,346,10362
400701,627,14210
400702,151,7209
400703,424,12117
400704,5,227
400705,426,8930
400706,722,21024
400707,23,970
400708,845,16430
400709,562,16838
400710,26,1060
401101,318,12840
401102,149,6142
401103,76,3726
401104,6,218
401105,507,17092
401106,108,3536
401107,3807,70986
401201,199,8896
401202,258,9242
401203,445,14007
401204,69,3166
401206,24,471
401207,56,1830
401208,1857,29781
401209,2348,44325
401210,4,83
401301,86,3153
401302,83,2001
401303,604,25376
401304,47,1664
401305,585,23517
401401,60,1346
401402,34,1161
401403,207,14048
401404,425,15369
401405,31,1431
401501,380,18639
401502,23,1652
401503,43,2106
401504,40,2610
401506,16,850
401601,65,2621
401602,819,28428
401603,686,29477
401604,527,16675
401605,186,9362
401606,852,32438
401607,235,10567
401610,140,2931
401701,22,1163
401702,41,2609
401703,26,806
402101,23,1065
402102,15,904
402103,58,3625
402104,80,5012
402105,177,5792
402106,116,4627
402107,385,20529
402108,94,4151
402109,204,8771
402110,119,2900
402111,69,2848
402112,58,2166
402113,29,797
402114,22,322
402115,24,1250
402116,47,1770
402117,30,1771
402120,18,1990
402122,28,1158
402125,2,50
402126,9,584
402201,184,6636
402202,46,2764
402203,85,4621
402204,33,1435
402207,19,924
402209,83,3764
402301,133,6223
402302,51,3309
402303,64,3923
402304,69,2740
402305,33,1813
402306,18,880
402307,10,734
402308,35,1226
402309,29,1404
402401,141,4922
402402,41,1307
402403,70,2349
402404,31,819
403001,93,1739
403002,39,1956
403004,11,271
403005,31,1517
403006,24,1677
403101,18,1031
403103,29,1083
403104,7,211
403105,14,288
403106,8,180
403107,35,1622
403108,18,749
403110,21,1008
403114,20,919
403115,4,285
403201,1,13
403202,4,181
403204,3,271
403401,169,6520
403402,17,446
403403,8,202
403404,17,858
403406,39,1617
403409,3,144
403410,11,326
403501,12,762
403502,26,1140
403503,41,1675
403504,45,1955
403505,56,3091
403506,69,2421
403507,118,5207
403508,18,833
403509,20,825
403510,17,974
403511,14,631
403512,65,3222
403513,43,1510
403515,10,944
403516,33,1520
403517,27,1270
403521,36,1562
403523,12,179
403524,25,672
403526,1,33
403527,15,706
403529,4,76
403530,24,898
403601,100,5134
403602,38,1897
403701,4,243
403702,34,2882
403703,64,3025
403704,37,1519
403705,59,2750
403706,39,2050
403707,84,3013
403708,27,1121
403709,34,1800
403710,16,1144
403711,18,640
403712,18,751
403713,13,999
403714,21,610
403715,8,832
403716,15,1067
403717,5,162
403718,18,530
403719,2,77
403720,14,826
403722,23,867
403723,11,507
403724,1,56
403725,6,159
403726,49,1913
403728,5,210
403731,2,70
403801,24,853
403802,140,6446
403803,5,213
403804,14,1057
403806,3,217
410101,205,10112
410102,12,292
410201,376,19389
410202,60,2405
410203,261,7459
410204,21,939
410205,192,11008
410206,3126,61458
410207,80,3159
410208,329,10474
410209,137,2693
410210,348,15685
410216,6,271
410218,346,11324
410220,33,1077
410221,192,7581
410222,55,1970
410301,7,311
410401,105,4970
410402,6,158
410403,22,691
410405,153,6006
410406,55,2262
410501,497,19670
410502,329,16432
410503,109,5836
410504,259,14130
410505,324,15332
410506,232,9644
410507,206,8110
410508,7,397
410509,85,4979
410510,11,821
410511,20,1227
410512,34,2103
410513,24,1677
410515,56,3005
410516,24,1633
411001,553,10095
411002,182,9063
411003,90,5253
411004,83,2195
411005,71,2179
411006,680,12522
411007,99,3459
411008,28,832
411009,246,11131
411011,141,5818
411012,124,3885
411013,150,5678
411014,1287,24190
411015,470,14634
411016,114,6656
411017,533,21542
411018,227,7960
411019,324,10167
411020,67,3127
411021,542,10173
411022,16,592
411023,295,5725
411024,54,2496
411025,48,1549
411026,165,4437
411027,404,11890
411028,1035,25372
411030,154,8512
411031,46,1302
411032,103,2592
411033,910,31826
411034,65,2229
411035,90,2833
411036,242,6987
411037,607,15955
411038,784,16095
411039,451,12869
411040,118,4177
411041,875,17610
411042,629,15163
411043,149,8672
411044,243,9159
411045,563,9355
411046,1004,23485
411047,243,5045
411048,1422,25920
411051,99,4316
411052,224,4897
411057,763,20611
411058,317,6782
411060,231,7399
411061,207,6127
411062,442,14854
411068,52,880
411070,6,101
411071,1,25
412101,461,17192
412102,49,2620
412103,41,2195
412104,66,4378
412105,914,30460
412106,107,7324
412107,23,1306
412108,104,3638
412109,186,3869
412110,62,2847
412112,5,182
412114,191,9519
412115,251,7067
412201,155,6527
412202,146,6996
412203,153,7264
412204,53,3542
412205,150,7681
412206,234,11439
412207,552,16577
412208,188,10038
412209,56,3970
412210,433,9294
412211,267,6995
412212,35,1833
412213,149,5771
412214,167,5342
412215,50,1843
412216,120,6063
412218,193,6142
412219,119,3758
412220,17,1188
412301,204,10888
412303,107,4942
412304,33,2145
412305,40,3007
412306,65,3543
412307,197,7678
412308,666,13107
412311,35,1717
412312,16,1036
412401,26,1730
412402,52,3268
412403,50,3251
412404,57,3224
412405,22,1030
412406,63,3900
412408,48,2683
412409,95,8466
412410,51,3645
412411,83,5430
412412,45,3196
412801,68,4215
412802,48,4090
412803,142,12439
412804,17,1436
412805,49,2577
412806,89,5092
413001,398,14265
413002,651,30061
413003,743,21537
413004,359,13627
413005,556,13139
413006,946,25453
413007,45,2496
413008,31,1880
413101,113,7629
413102,910,28374
413103,117,9078
413104,109,9544
413105,55,3139
413106,361,9771
413107,122,7397
413108,23,1972
413109,347,13818
413110,88,5439
413111,52,3932
413112,105,6727
413113,309,9308
413114,161,14477
413115,27,2293
413116,27,1832
413118,37,2140
413120,59,5196
413130,150,7577
413132,73,3803
413133,38,1760
413201,312,12544
413202,165,13136
413203,464,21931
413204,105,6949
413205,80,5781
413206,28,2118
413207,62,4481
413208,130,10733
413209,128,7179
413210,37,3454
413211,165,11955
413212,73,3900
413213,187,14540
413214,92,4607
413215,117,6075
413216,206,16130
413217,45,3843
413218,21,3877
413219,127,6915
413220,40,3081
413221,168,15029
413222,168,9260
413223,46,3163
413224,64,4000
413226,61,4171
413227,46,4447
413228,73,5837
413229,42,4220
413248,92,6844
413249,141,9104
413250,23,1258
413251,41,2990
413252,27,3216
413253,129,8057
413255,62,3756
413301,29,3073
413302,99,5596
413303,16,1389
413304,1529,50026
413305,221,17170
413306,118,11334
413307,549,16189
413308,55,3516
413309,140,11710
413310,111,9079
413314,50,3458
413315,76,3260
413317,114,7742
413319,125,8652
413322,121,8332
413324,66,4174
413401,561,25975
413402,77,6238
413403,79,3244
413404,101,4847
413405,63,4929
413406,53,4497
413409,44,2686
413410,32,2221
413411,40,2455
413412,28,2437
413501,542,33601
413502,172,11881
413503,93,4781
413504,241,16165
413505,150,11801
413506,95,8464
413507,329,22183
413508,84,5612
413509,144,9749
413510,120,6067
413511,226,16602
413512,935,55033
413513,161,11782
413514,212,13870
413515,387,18452
413516,158,11614
413517,2530,36093
413518,145,7897
413519,220,12726
413520,334,27273
413521,329,27126
413522,167,11821
413523,110,10422
413524,127,6255
413525,104,7920
413526,41,2250
413527,194,16026
413528,83,4534
413529,93,5783
413530,102,8383
413531,425,30812
413532,257,11358
413534,47,3522
413544,153,10463
413581,35,1772
413601,299,19257
413602,149,11510
413603,118,9628
413604,175,15904
413605,154,10587
413606,759,29587
413607,139,9767
413608,140,11615
413623,103,6465
413624,43,3196
413701,214,9507
413702,168,6857
413703,122,4898
413704,107,4862
413705,482,16314
413706,159,9471
413707,74,3670
413708,58,3340
413709,196,12553
413710,140,5708
413711,83,3801
413712,28,962
413713,50,2321
413714,181,5924
413715,146,7627
413716,67,4574
413717,41,1570
413718,45,3124
413719,115,3954
413720,75,2750
413721,50,5162
413722,34,1787
413723,52,2483
413725,133,6870
413726,87,4225
413728,141,5794
413736,109,4191
413737,136,2333
413738,67,3644
413739,121,5728
413801,301,10538
413802,30,998
414001,475,27396
414002,139,7885
414003,161,7864
414005,142,6356
414006,53,4289
414101,71,5179
414102,283,18782
414103,138,7011
414105,440,11968
414106,127,9562
414111,151,6783
414113,90,5066
414201,50,3071
414202,196,16868
414203,420,21006
414204,176,12506
414205,143,10052
414208,64,5029
414301,76,4136
414302,96,6516
414303,49,1845
414304,194,7404
414305,68,2589
414306,171,5177
414307,31,2219
414401,174,12798
414402,195,12091
414403,150,13183
414501,90,6519
414502,373,20535
414503,110,7490
414504,29,1126
414505,62,4706
414601,99,4867
414602,68,3618
414603,340,14750
414604,126,8302
414605,45,1555
414606,49,2600
414607,71,2684
414609,38,1898
414701,233,7424
415001,75,3989
415002,215,13234
415003,32,2843
415004,83,5128
415010,38,2450
415011,93,3752
415012,48,2953
415013,47,2894
415014,79,5916
415015,45,2437
415019,40,1459
415020,27,1307
415021,26,2161
415022,41,1967
415023,18,1281
415101,111,8407
415102,28,1820
415103,59,4383
415104,16,1453
415105,37,3366
415106,54,4124
415107,19,1270
415108,77,4390
415109,78,8123
415110,99,5870
415111,76,6063
415112,128,5773
415114,47,3229
415115,18,1686
415116,19,1531
415122,22,1595
415124,95,8782
415202,22,920
415203,71,3518
415205,54,2838
415206,161,9827
415207,38,1715
415208,41,1763
415209,19,1316
415211,12,920
415212,9,271
415213,4,383
415214,12,747
415301,106,7249
415302,36,2924
415303,67,4026
415304,60,3708
415305,143,5704
415306,100,4528
415307,45,3072
415308,59,2941
415309,27,1889
415310,27,1412
415311,254,12208
415312,30,1983
415313,18,1096
415315,56,3267
415401,44,2209
415402,7,732
415403,28,2437
415404,48,2488
415405,52,3770
415406,31,2146
415407,77,3497
415408,69,6851
415409,216,10223
415410,21,1411
415411,53,3211
415412,46,2323
415413,18,1566
415414,9,700
415501,101,9471
415502,36,2704
415503,31,2420
415504,15,1196
415505,29,2872
415506,113,6130
415507,58,2924
415508,159,8601
415509,243,11688
415510,37,1758
415511,37,4521
415512,69,2950
415513,32,1611
415514,54,3110
415515,28,1172
415516,7,264
415517,22,717
415519,94,6501
415520,36,2053
415521,134,9140
415522,43,2518
415523,1614,24557
415524,28,1814
415525,42,3316
415526,24,1536
415527,29,2271
415528,50,3437
415530,16,1128
415536,16,800
415537,47,1939
415538,46,3071
415539,99,6533
415540,97,5389
415601,5,753
415602,17,1006
415603,19,1524
415604,83,5080
415605,172,12909
415606,43,3947
415607,15,1284
415608,50,4605
415609,17,1595
415610,26,1968
415611,44,4362
415612,258,11950
415613,61,2482
415614,12,574
415615,12,783
415616,29,3340
415617,15,970
415619,22,1437
415620,60,5716
415621,29,2016
415626,8,985
415628,41,2650
415629,23,1312
415637,14,1383
415639,65,5633
415640,12,1224
415641,35,3689
415643,18,1408
415701,16,2226
415702,20,1636
415703,66,3082
415705,8,1016
415706,14,1629
415708,20,1115
415709,114,7956
415710,9,760
415711,16,3025
415712,111,9998
415713,44,2621
415714,8,913
415715,23,970
415716,16,1345
415717,7,922
415718,10,1157
415719,30,1396
415720,14,828
415722,27,2092
415724,38,2630
415726,35,1844
415727,37,2017
415728,5,609
415729,13,687
415730,10,1153
415801,13,1422
415802,10,686
415803,39,3585
415804,76,7552
415805,4,178
415806,35,1034
416001,240,12870
416002,108,5808
416003,136,6521
416004,48,2153
416005,190,8269
416006,87,3235
416007,105,4699
416008,105,6801
416010,178,7177
416011,3,55
416012,291,12624
416013,123,3825
416101,255,10380
416102,37,2443
416103,72,3330
416104,51,1867
416105,19,1023
416106,91,4329
416107,33,1854
416108,20,999
416109,129,6865
416110,34,1419
416111,42,2226
416112,261,10208
416113,56,2595
416114,90,4251
416115,476,27916
416116,131,7941
416117,9,819
416118,87,4351
416119,97,4881
416120,29,1438
416121,90,6731
416122,141,7886
416143,69,3187
416146,18,1175
416201,26,1171
416202,86,4881
416203,72,5200
416204,43,2399
416205,272,14955
416206,78,4679
416207,112,4556
416208,92,4846
416209,173,11189
416210,80,5216
416211,154,10790
416212,76,5602
416213,101,7223
416214,71,6670
416215,40,1833
416216,229,8923
416218,76,4501
416219,109,5741
416220,46,3253
416221,76,4088
416223,33,2698
416229,148,7997
416230,96,4752
416231,15,477
416232,30,1615
416234,63,3068
416235,96,4488
416236,16,1162
416301,199,7638
416302,53,3558
416303,47,3307
416304,41,1865
416305,25,1274
416306,79,2762
416307,22,1107
416308,40,3909
416309,23,2886
416310,42,4582
416311,56,4406
416312,161,14015
416313,62,3181
416314,32,2116
416315,23,1090
416316,20,1346
416401,51,2529
416402,94,5410
416403,131,7974
416404,860,19822
416405,139,10695
416406,16,1552
416407,42,2980
416408,42,3350
416409,32,2217
416410,1609,26128
416411,37,2168
416412,569,11793
416413,500,10257
416414,8,860
416415,31,2287
416416,627,35559
416417,20,1080
416418,58,2304
416419,24,1994
416420,24,1136
416436,72,3575
416501,60,3412
416502,155,7576
416503,59,2327
416504,57,3268
416505,101,6022
416506,52,4353
416507,125,7158
416508,83,4946
416509,105,7684
416510,174,8445
416511,36,2760
416512,38,2656
416513,6,195
416514,22,1424
416516,32,2067
416517,9,234
416518,27,1190
416519,46,2312
416520,103,5899
416521,14,918
416522,13,659
416523,7,510
416524,11,557
416525,8,437
416526,39,2125
416528,13,643
416529,14,1156
416531,9,760
416534,10,634
416549,13,770
416551,34,2767
416552,36,2525
416601,31,3062
416602,82,5680
416603,19,1287
416604,17,1305
416605,11,526
416606,49,3064
416608,12,850
416609,16,1243
416610,21,1240
416611,25,2587
416612,25,2345
416613,10,1118
416614,21,1147
416615,3,251
416616,19,882
416620,7,523
416623,7,371
416626,3,182
416628,4,424
416630,11,771
416632,11,453
416701,93,5154
416702,121,11353
416703,29,1862
416704,32,4595
416705,21,1916
416707,15,1227
416709,5,436
416712,62,4215
416713,11,1329
416801,28,1620
416803,5,226
416804,10,870
416805,10,1147
416806,7,425
416807,9,351
416810,62,3166
416811,15,1438
416812,15,1360
421001,185,9068
421002,387,16572
421003,40,880
421004,432,12412
421005,173,7201
421101,98,4016
421102,320,7917
421103,42,2207
421201,622,23101
421202,497,17488
421203,220,5408
421204,566,19770
421301,3311,64461
421302,7796,111345
421303,768,17141
421304,3,33
421305,465,14331
421306,2149,46132
421308,229,7660
421311,190,5377
421312,224,7526
421401,348,20164
421402,128,6118
421403,176,6032
421501,1371,16510
421502,27,1150
421503,2720,28908
421505,168,6579
421506,28,569
421601,528,19355
421602,259,7099
421603,31,950
421604,6,329
421605,386,8444
422001,266,10925
422002,61,2721
422003,1588,46986
422004,125,8155
422005,62,1938
422006,244,7824
422007,401,17574
422008,132,6164
422009,452,21252
422010,404,20513
422011,121,5901
422012,230,11343
422013,103,4422
422101,562,25778
422102,107,5995
422103,898,23934
422104,97,3985
422105,36,1542
422112,17,1278
422113,10,203
422201,38,1682
422202,153,17192
422203,282,15211
422204,225,19472
422205,52,4849
422206,62,5237
422207,93,4883
422208,344,17806
422209,446,13417
422210,118,5670
422211,373,26149
422212,224,9979
422213,106,4199
422214,29,531
422215,73,8852
422222,60,2726
422301,21,1268
422302,61,3428
422303,305,9765
422304,62,4477
422305,128,7642
422306,112,7775
422308,49,2493
422401,94,5127
422402,362,17394
422403,458,19915
422502,172,8072
422601,367,15722
422602,42,2807
422603,84,4262
422604,387,15003
422605,659,26737
422606,147,6262
422608,42,1294
422610,165,9299
422611,170,5295
422620,143,6003
422622,205,6919
423101,299,12647
423102,184,11768
423104,456,19678
423105,399,16781
423106,469,23331
423107,235,10501
423108,57,2887
423109,143,9722
423110,84,3113
423111,61,4266
423117,62,4465
423201,116,4929
423202,37,1515
423203,6058,80550
423204,149,8269
423205,175,8493
423206,153,9388
423208,150,6342
423212,581,7419
423213,106,5004
423301,577,28409
423302,185,8549
423303,60,3346
423401,577,21402
423402,71,4620
423403,108,6810
423501,279,17255
423502,243,16785
423601,330,15434
423602,71,4533
423603,117,6076
423604,43,1657
423605,54,3407
423607,24,1102
423701,424,23172
423702,241,11023
423703,104,5766
424001,1121,29695
424002,565,16604
424004,12,273
424005,139,3511
424006,203,5824
424101,701,34670
424102,62,4217
424103,125,6606
424104,101,5951
424105,249,12989
424106,214,11576
424107,54,2131
424108,179,7321
424109,106,4712
424116,88,5758
424201,458,19227
424202,145,6283
424203,63,3980
424204,83,7724
424205,107,7620
424206,332,27130
424207,83,6922
424209,92,6083
424301,236,5365
424302,213,6243
424303,142,4095
424304,1700,30973
424305,815,13176
424306,1239,29087
424307,317,6864
424308,226,6125
424309,177,4010
424310,107,4580
424311,368,7715
424318,81,2200
425001,2779,42426
425002,791,17872
425003,176,5738
425101,28,1314
425102,22,1162
425103,167,11072
425104,69,4311
425105,244,12894
425107,777,27381
425108,52,4613
425109,256,13842
425110,105,8125
425111,478,23402
425112,7,614
425113,47,3426
425114,82,6394
425115,115,4674
425116,114,4063
425121,1,7
425127,98,7932
425201,381,20188
425203,35,1529
425301,416,11095
425302,141,11883
425303,145,9105
425304,54,3250
425305,104,7226
425306,355,17561
425307,65,3067
425308,15,1211
425309,112,4027
425310,189,16736
425311,82,4671
425401,464,28778
425402,31,1901
425403,55,1657
425404,86,2986
425405,2628,30913
425406,250,7338
425407,186,5038
425408,816,18335
425409,1336,20883
425410,73,3128
425411,82,4456
425412,2036,44063
425413,508,23155
425414,2658,31118
425415,284,8506
425416,224,9563
425417,108,5443
425418,242,11016
425419,278,12583
425420,25,2156
425421,156,4081
425422,98,4057
425423,99,4730
425424,70,2667
425426,127,4514
425427,164,7105
425428,706,9904
425432,1126,15098
425442,181,7264
425444,296,9084
425452,727,17773
425501,25,1782
425502,168,5279
425503,212,8085
425504,133,6291
425505,37,1577
425506,43,1932
425507,73,3678
425508,385,16495
425524,26,1496
431001,9104,125844
431002,277,8260
431003,187,5801
431004,4,85
431005,155,5340
431006,62,2193
431007,507,18394
431008,265,8894
431009,113,4146
431010,11,280
431101,216,9657
431102,119,6064
431103,875,29293
431104,251,8239
431105,343,16196
431107,330,15046
431109,215,7322
431110,120,4586
431111,359,12838
431112,760,29694
431113,345,11199
431114,625,25417
431115,166,6861
431116,286,12603
431117,154,3846
431118,123,6734
431120,109,5547
431121,317,13472
431122,3750,83074
431123,734,29960
431124,560,19050
431125,76,8279
431126,165,14093
431127,1005,26887
431128,379,17488
431129,216,14240
431130,220,15213
431131,575,34672
431132,282,8428
431133,509,16898
431134,179,6750
431135,245,9168
431136,492,16810
431137,129,7009
431142,58,2476
431143,164,11535
431144,5,13
431147,245,8534
431148,69,2961
431150,185,10986
431151,189,5043
431202,324,15341
431203,1207,42977
431204,392,22103
431205,77,4599
431206,367,14523
431207,140,8080
431208,179,10197
431209,143,12180
431211,163,10541
431212,110,7116
431213,685,28188
431401,1643,38954
431402,539,22136
431501,294,22274
431502,54,3439
431503,307,27433
431504,288,20043
431505,264,21001
431506,482,19678
431507,71,8947
431508,167,9121
431509,671,41413
431510,175,9497
431511,302,22870
431512,1611,43979
431513,2365,42246
431514,741,32115
431515,537,24635
431516,183,9783
431517,521,30894
431518,98,4829
431519,105,11583
431520,7,179
431521,201,10940
431522,90,7536
431523,131,6565
431530,203,9525
431536,158,11014
431537,100,5440
431540,146,10245
431541,181,9032
431542,321,20228
431601,426,23345
431602,319,17923
431603,210,9866
431604,1090,18137
431605,462,18293
431606,40,2308
431646,80,6005
431701,994,28099
431702,919,24509
431703,173,13335
431704,548,18046
431705,1346,35225
431707,122,8678
431708,1037,31140
431709,326,30980
431710,188,14866
431711,64,4161
431712,1041,48216
431713,14,2365
431714,967,29608
431715,1333,48040
431716,47,2694
431717,242,14351
431718,73,5601
431719,64,2486
431720,188,12550
431721,223,23707
431722,39,4973
431723,107,7734
431731,20,1915
431736,1,57
431741,86,6442
431742,73,8078
431743,46,3462
431745,57,3822
431746,7,73
431750,25,2799
431801,318,24411
431802,729,23002
431803,71,7167
431804,745,28442
431805,243,19257
431806,363,20815
431807,112,9377
431808,65,4561
431809,171,13068
431810,30,2307
431811,25,1599
440001,83,4476
440002,311,13890
440003,57,2787
440004,34,1777
440005,11,577
440006,43,1688
440007,12,827
440008,406,17148
440009,199,14220
440010,108,5476
440012,58,2227
440013,584,11253
440014,189,8909
440015,133,5126
440016,84,5085
440017,973,18332
440018,302,12157
440019,24,1061
440021,2,327
440022,139,6512
440023,410,16290
440024,692,16598
440025,101,3679
440026,505,20467
440027,350,14470
440028,4,106
440029,3,70
440030,128,5990
440032,76,3673
440033,41,2279
440034,900,29137
440035,693,18079
440036,67,2710
440037,61,1974
441001,91,2193
441002,221,10579
441101,87,6820
441102,106,5624
441103,95,7257
441104,156,11055
441105,205,6470
441106,360,21076
441107,170,10384
441108,279,15005
441109,34,1177
441110,206,13431
441111,139,6898
441112,56,2898
441113,77,4666
441122,62,4127
441123,11,192
441201,41,6881
441202,151,10233
441203,287,13553
441204,95,5541
441205,103,8941
441206,277,26721
441207,133,13464
441208,73,6433
441209,229,21424
441210,141,9748
441212,38,5110
441214,63,3658
441215,83,9839
441217,79,8117
441221,111,13663
441222,98,9613
441223,70,8316
441224,159,15716
441225,155,15809
441228,63,5305
441301,42,4902
441302,132,10729
441303,27,1699
441304,76,5869
441305,64,4960
441306,49,4497
441401,254,13399
441404,39,2022
441501,181,8960
441502,53,4057
441601,625,22609
441614,524,26804
441701,79,9549
441702,112,11674
441801,272,14471
441802,172,15383
441803,44,8939
441804,166,9804
441805,43,5246
441806,71,8002
441807,217,12548
441809,91,6430
441901,148,12423
441902,304,18242
441903,58,6405
441904,125,8771
441905,170,9972
441906,125,6393
441907,70,5274
441908,42,4998
441909,67,4589
441910,146,11793
441911,482,18945
441912,178,9788
441913,48,2743
441914,119,6413
441915,90,5784
441916,151,12531
441924,131,8478
442001,499,37599
442101,118,10444
442102,77,6929
442104,144,10272
442105,33,1807
442106,70,4415
442111,8,566
442201,215,11009
442202,103,6981
442203,128,11275
442301,194,20478
442302,108,9624
442303,4,140
442304,78,4882
442305,83,9844
442306,47,4650
442307,49,6551
442401,1365,28162
442402,38,1582
442403,33,987
442404,81,4322
442406,45,2960
442501,14,486
442502,5,572
442503,31,2276
442504,154,14696
442505,46,5042
442507,23,857
442603,191,19732
442604,75,5498
442605,251,18667
442606,160,16540
442701,189,14185
442702,159,19651
442703,79,4611
442704,244,17438
442705,151,10931
442707,215,14829
442709,146,8810
442710,198,12627
442901,7,656
442902,140,9272
442903,153,17981
